sequential_id,gender,treatment,customer_signup,country,commercial_communications,communications_signup,loyalty_level,loyalty_signup,birth_date,email,total_reservations,average_stay,average_advance_booking,billing,reservation_channel,travel_reason,last_reservation,different_hotels,companion,language_name,age
2.635.015,hombre,Señor,2023-05-23,AT,True,,,,1968-07-19,False,2,8,35,643.98326572,Indirecto,LEISURE,2023-06-08,2.0,Pareja,German,55
5.532.964,mujer,Señora,2022-04-12,US,True,,,,1986-03-10,False,2,1,5,403.34272832,Indirecto,LEISURE,2022-10-17,2.0,Pareja,English,38
2.369.625,mujer,Señora,2023-06-26,SK,True,,,,1982-04-17,True,2,4,8,3918.1278565905,Indirecto,LEISURE,2023-07-13,2.0,Pareja,Slovak,42
4.891.501,hombre,Señor,2022-07-15,PT,True,,,,1988-07-02,False,3,1,7,606.66425228,Indirecto,MIXTO,2023-01-24,3.0,Individual,Portuguese,35
1.850.768,mujer,Señora,2023-08-23,US,True,2023-10-05,,,2000-05-04,True,2,3,3,894.24727556,Directo,LEISURE,2023-08-31,1.0,Pareja,English,24
1.193.349,mujer,Señor / Señora,2023-11-13,BR,True,2023-12-27,,,1986-01-12,True,2,2,54,449.69542428,Directo,LEISURE,2023-11-20,2.0,Grupo,Portuguese,38
5.377.486,mujer,Señora,2022-05-05,PT,True,,,,1993-05-24,False,10,1,96,468.75276384,Directo,BT,2023-01-06,1.0,Individual,Portuguese,31
1.836.218,hombre,Señor,2023-08-25,CN,True,,,,1999-08-01,True,4,2,8,2168.97454456,Mixto Directo,LEISURE,2023-11-20,4.0,Pareja,Chinese,24
5.415.773,hombre,Señor,2022-04-29,FR,True,,,,1989-07-13,True,2,4,5,724.225476,Directo,MIXTO,2022-05-07,1.0,Individual,French,34
4.432.613,hombre,Señor,2022-09-05,ES,True,2022-10-20,,,1967-07-22,True,3,1,62,388.39911228,Mixto Indirecto,BT,2023-01-10,2.0,Individual,Spanish,56
2.302.324,hombre,Señor,2023-07-05,ES,True,,,,2000-08-23,False,2,3,2,705.36400164,Directo,MIXTO,2023-11-26,2.0,Pareja,Spanish,23
4.227.844,hombre,Señor,2022-09-30,ES,True,,,,1985-11-17,False,2,18,33,4901.90036304,Mixto Indirecto,MIXTO,2024-03-01,2.0,Individual,Spanish,38
1.368.976,mujer,Señora,2023-10-20,CA,True,2023-12-05,,,1942-06-18,True,2,2,79,862.25832936,Indirecto,MIXTO,2023-10-24,2.0,Individual,English,82
3.196.367,hombre,Señor,2023-03-09,ES,True,2023-11-17,,,1984-06-26,True,5,1,65,1491.87817988,Mixto Indirecto,MIXTO,2024-04-06,3.0,Individual,Spanish,40
5.382.381,hombre,Señor,2022-05-05,LV,True,,,,1955-09-24,True,2,14,61,2449.76523232,Indirecto,LEISURE,2023-05-28,1.0,Pareja,English,68
4.073.035,hombre,Señor,2022-10-20,ES,True,,,,1961-08-17,False,3,1,6,919.14821064,Mixto Directo,MIXTO,2024-01-16,2.0,Individual,Spanish,62
3.624.726,mujer,Señora,2022-12-29,ES,True,,,,1978-10-30,True,3,6,75,3036.50470968,Directo,LEISURE,2024-01-07,1.0,Familia,Spanish,45
5.654.477,mujer,Señora,2022-03-20,HN,True,,,,1992-06-13,True,3,3,12,1335.58484,Mixto Directo,LEISURE,2022-03-30,1.0,Pareja,Spanish,32
4.294.940,hombre,Señor,2022-09-22,TR,True,,,,1975-12-23,True,2,2,10,783.428,Directo,MIXTO,2023-09-15,1.0,Individual,Turkish,48
4.507.175,mujer,Señora,2022-08-27,ES,True,,,,1959-09-22,True,2,2,8,476.79272608,Mixto Directo,LEISURE,2023-09-12,2.0,Pareja,Spanish,64
3.458.702,mujer,Señora,2023-01-25,ES,True,,,,1990-03-27,False,3,1,60,521.81818316,Indirecto,MIXTO,2023-10-09,3.0,Individual,Spanish,34
4.248.319,hombre,Señor,2022-09-28,ES,True,,,,1969-01-02,True,2,2,28,1032.79730456,Indirecto,BT,2023-06-09,2.0,Individual,Spanish,55
3.636.640,mujer,Señora,2022-12-27,ES,True,,,,1982-07-26,True,4,2,11,1243.78345872,Directo,LEISURE,2023-12-31,4.0,Pareja,Spanish,41
5.302.198,mujer,Señora,2022-05-17,ES,True,,,,1962-07-02,False,2,2,165,700.17289488,Indirecto,BT,2022-06-23,2.0,Pareja,Spanish,62
3.948.416,hombre,Señor,2022-11-05,GB,True,,,,1991-09-26,True,2,1,0,374.42221228,Directo,MIXTO,2022-11-07,1.0,Individual,English,32
3.477.426,hombre,Señor,2023-01-21,ES,True,,,,1993-12-10,False,4,1,23,376.33792744,Indirecto,MIXTO_BT,2023-03-07,3.0,Individual,Spanish,30
1.510.590,hombre,Señor,2023-10-03,AR,True,,,,1970-02-20,True,4,2,17,4988.82632772,Directo,MIXTO,2023-10-24,4.0,Pareja,Spanish,54
1.286.983,mujer,Señora,2023-10-30,FR,True,,,,1986-07-05,True,2,1,0,681.04727228,Directo,LEISURE,2023-11-01,1.0,Pareja,French,37
1.112.260,hombre,Señor,2023-11-25,CA,True,,,,1967-07-21,True,2,1,13,468.4585462,Indirecto,LEISURE,2023-12-05,1.0,Pareja,English,56
334.096,hombre,Señor,2024-03-21,PL,True,,,,1987-12-07,True,2,2,22,870.74576396,Indirecto,LEISURE,2024-04-07,2.0,Pareja,Latvian,36
4.111.279,mujer,Señora,2022-10-15,PE,True,,,,1994-10-03,False,2,2,70,1550.51563696,Indirecto,MIXTO,2022-10-27,1.0,Individual,Spanish,29
1.756.548,hombre,Señor,2023-09-04,ES,True,,,,1990-08-09,True,4,13,39,2647.40727392,Directo,BT,2024-01-24,1.0,Individual,English,33
4.773.699,hombre,Señor,2022-07-29,ES,True,2022-09-13,,,1973-03-18,True,2,1,22,415.36727228,Directo,LEISURE,2022-09-11,2.0,Pareja,Spanish,51
1.419.474,hombre,Señor,2023-10-13,BR,True,,,,1973-12-24,False,2,4,33,2641.80726268,Indirecto,LEISURE,2023-10-23,2.0,Grupo,Portuguese,50
5.344.422,hombre,Señor,2022-05-11,US,True,,,,1997-01-25,True,2,2,6,717.6042696039,Indirecto,LEISURE,2022-12-15,1.0,Pareja,English,27
5.327.422,mujer,Señora,2022-05-13,ES,True,,,,1943-09-28,True,2,4,15,1759.57093712,Mixto Directo,MIXTO,2023-06-22,1.0,Individual,Spanish,80
3.592.199,hombre,Señor,2023-01-02,ES,True,,,,1949-07-21,True,3,1,33,395.07599836,Mixto Directo,LEISURE,2023-11-10,3.0,Grupo,Spanish,74
1.466.494,hombre,Señor,2023-10-07,CN,True,,,,1983-10-08,True,2,2,5,761.25817988,Indirecto,BT,2023-10-13,1.0,Individual,Chinese,40
4.229.666,hombre,Señor,2022-09-30,ES,True,2024-06-12,bajo,2024-04-28,1984-12-04,True,3,2,52,839.97818152,Mixto Directo,MIXTO,2022-10-02,2.0,Pareja,Spanish,39
3.544.008,hombre,Señor,2023-01-09,VE,True,,,,1982-06-20,False,4,4,4,1457.966027,Indirecto,MIXTO,2023-11-17,1.0,Individual,Spanish,42
1.277.622,mujer,Señora,2023-11-01,RO,True,,,,1978-10-01,False,4,7,10,6670.92363696,Directo,LEISURE,2024-04-17,1.0,Pareja,Spanish,45
3.316.119,hombre,Señor,2023-02-18,ES,True,2024-07-15,bajo,2024-05-26,1981-02-05,True,5,1,10,1121.31272608,Directo,LEISURE,2024-01-04,1.0,Pareja,Spanish,43
5.711.152,hombre,Señor,2022-03-09,IN,True,,,,1975-11-12,True,2,1,1,411.688544,Mixto Directo,LEISURE,2022-03-12,1.0,Individual,English,48
5.766.271,mujer,Señora,2022-02-26,ES,True,2022-04-10,bajo,,1959-11-07,True,2,4,18,855.78174304,Directo,LEISURE,2023-02-22,2.0,Pareja,Spanish,64
5.066.133,hombre,Señor,2022-06-21,SV,True,,,,1979-11-30,True,3,3,97,1044.9908666759,Indirecto,LEISURE,2023-09-17,1.0,Familia,Spanish,44
3.462.277,hombre,Señor,2023-01-24,ES,True,,,,1972-06-19,True,7,1,16,554.76698692,Indirecto,MIXTO_BT,2024-03-21,5.0,Individual,Spanish,52
5.226.431,hombre,Señor,2022-05-28,PT,True,,,,1970-03-27,True,2,2,25,747.670096,Indirecto,LEISURE,2022-06-01,2.0,Pareja,Portuguese,54
3.796.004,hombre,Señor,2022-12-01,DE,True,,,,1960-06-14,True,3,14,10,12346.96364024,Mixto Indirecto,MIXTO_BT,2023-11-23,2.0,Individual,German,64
631.694,hombre,Señor,2024-02-08,DK,True,,,,1972-06-21,True,2,4,8,2698.53054292,Indirecto,LEISURE,2024-02-17,2.0,Pareja,Spanish,52
1.231.570,hombre,Señor,2023-11-07,FR,True,,,,1963-03-13,True,2,1,21,388.61290924,Mixto Indirecto,MIXTO,2023-12-12,1.0,Individual,Spanish,61
168.977,hombre,Señor,2024-04-11,TR,True,,,,1982-04-14,True,2,2,3,2103.43417988,Directo,LEISURE,2024-04-16,1.0,Grupo,English,42
4.988.822,mujer,Señora,2022-07-02,ES,True,,,,1975-12-26,False,2,1,18,353.56909076,Mixto Directo,LEISURE,2023-05-01,2.0,Pareja,Spanish,48
3.801.501,hombre,Señor,2022-11-30,ES,True,,,,1961-07-07,False,2,1,179,489.495269,Indirecto,MIXTO,2023-10-10,2.0,Pareja,Spanish,63
4.848.327,hombre,Señor,2022-07-21,IT,True,2024-06-22,,,1957-09-24,True,3,4,46,2977.16654784,Indirecto,LEISURE,2023-09-16,1.0,Pareja,Italian,66
4.617.200,hombre,Señor,2022-08-15,IT,True,,,,1949-05-21,False,2,4,35,3465.04203804,Indirecto,LEISURE,2023-07-01,2.0,Pareja,Italian,75
4.864.004,hombre,Señor,2022-07-19,US,True,,,,1970-10-12,True,3,4,12,2599.5108188195,Indirecto,MIXTO_LEISURE,2022-07-22,1.0,Pareja,English,53
1.510.349,hombre,Señor,2023-10-03,IT,True,2023-11-17,bajo,2024-03-05,1955-08-01,True,3,1,5,725.02908912,Directo,LEISURE,2024-02-27,1.0,Pareja,Italian,68
5.281.465,mujer,Señora,2022-05-20,ES,True,,,,1982-07-04,False,2,1,42,419.98909076,Indirecto,MIXTO,2024-04-06,2.0,Individual,Spanish,41
3.334.244,hombre,Señor,2023-02-15,IN,True,,,,1988-09-16,True,2,2,48,558.19636304,Directo,BT,2024-04-26,1.0,Individual,English,35
2.443.288,hombre,Señor,2023-06-17,PT,True,,,,1969-01-29,False,2,1,0,444.8113206,Mixto Directo,MIXTO,2023-08-11,1.0,Individual,Portuguese,55
5.444.622,mujer,Señora,2022-04-24,NL,True,2022-11-29,,,1997-07-27,True,4,2,4,3186.464076,Mixto Directo,MIXTO,2022-10-24,2.0,Individual,Dutch,26
5.236.470,mujer,Señora,2022-05-27,FR,True,,,,1952-07-09,True,2,1,47,539.42268608,Mixto Indirecto,LEISURE,2022-10-05,2.0,Pareja,French,72
1.141.580,mujer,Señor / Señora,2023-11-20,TR,True,,,,1994-09-05,False,2,2,3,516.7542103056,Indirecto,BT,2024-02-14,1.0,Individual,Turkish,29
5.303.988,hombre,Señor,2022-05-17,ES,True,,,,1978-09-11,True,4,1,36,1575.07264108,Mixto Indirecto,BT,2023-05-26,3.0,Individual,Spanish,45
422.723,mujer,Señora,2024-03-09,US,True,2024-04-21,,,1983-09-12,True,2,2,20,1283.67272936,Directo,MIXTO,2024-03-14,1.0,Individual,English,40
3.907.835,mujer,Señora,2022-11-12,ES,True,,,,1966-07-08,True,3,4,19,2601.689366189,Mixto Directo,LEISURE,2023-09-27,3.0,Pareja,Spanish,57
3.682.846,hombre,Señor,2022-12-19,LV,True,,,,1991-10-20,True,2,5,0,821.88303488,Indirecto,OTHER,2022-12-29,1.0,Individual,English,32
4.394.324,mujer,Señora,2022-09-09,PA,True,,,,1952-07-07,True,2,2,1,1212.2641462,Indirecto,LEISURE,2022-09-20,2.0,Pareja,Spanish,72
1.391.425,hombre,Señor,2023-10-16,US,True,,,,1955-05-18,False,2,1,338,779.14908912,Indirecto,LEISURE,2023-10-19,1.0,Pareja,English,69
5.116.696,hombre,Señor,2022-06-14,IQ,True,,,,1968-09-05,True,2,1,42,964.71956468,Indirecto,LEISURE,2022-06-18,2.0,Pareja,Arabic,55
5.415.295,hombre,Señor,2022-04-29,ES,True,,,,1993-11-04,False,3,1,30,1025.10388744,Mixto Indirecto,MIXTO,2023-06-08,3.0,Pareja,Spanish,30
3.619.233,hombre,Señor,2022-12-29,MA,True,,,,1970-09-15,False,2,2,1,1414.49552936,Indirecto,LEISURE,2023-11-05,2.0,Familia,Arabic,53
3.771.617,hombre,Señor,2022-12-04,SE,True,,,,1975-04-15,True,2,1,3,400.05639136,Mixto Directo,LEISURE,2022-12-07,1.0,Pareja,Swedish,49
5.711.110,hombre,Señor,2022-03-09,ES,True,,,,1978-10-27,False,9,2,10,5535.45817172,Mixto Directo,LEISURE,2024-01-03,1.0,Pareja,Spanish,45
1.032.752,mujer,Señora,2023-12-06,ES,True,2024-04-07,bajo,2024-02-22,1961-10-19,True,2,2,8,661.36727228,Mixto Directo,LEISURE,2024-01-07,1.0,Pareja,Spanish,62
4.459.452,hombre,Señor,2022-09-02,DE,True,,,,1962-09-04,True,2,2,22,389.41432968,Directo,MIXTO,2022-09-05,1.0,Individual,German,61
3.970.885,hombre,Señor,2022-11-02,DZ,True,,,,1968-01-14,False,2,1,1,599.56909076,Mixto Directo,LEISURE,2023-07-26,1.0,Pareja,Arabic,56
3.422.659,mujer,Señora,2023-01-31,UY,True,,,,1974-06-11,False,3,1,56,459.692,Mixto Indirecto,LEISURE,2023-02-04,2.0,Familia,Spanish,50
1.189.034,hombre,Señor,2023-11-13,ES,True,,,,1972-09-09,True,3,3,9,959.50160456,Indirecto,BT,2024-04-12,1.0,Individual,Spanish,51
976.994,hombre,Señor,2023-12-15,DE,True,2024-01-28,,,1974-04-11,True,2,2,54,360.87743096,Mixto Directo,BT,2024-02-25,2.0,Individual,German,50
5.767.685,hombre,Señor,2022-02-25,ES,True,2024-07-06,,,1977-02-18,False,2,4,77,1711.5785872,Indirecto,MIXTO,2023-06-10,2.0,Pareja,Spanish,47
3.078.321,hombre,Señor,2023-03-26,FR,True,2023-08-19,,,1997-02-12,True,2,2,45,617.47490596,Mixto Directo,MIXTO,2024-03-20,1.0,Individual,French,27
4.350.721,hombre,Señor,2022-09-15,AT,True,2022-10-29,,,1976-03-17,True,19,1,22,2446.91876304,Directo,MIXTO_BT,2024-04-19,1.0,Individual,German,48
5.034.642,mujer,Señora,2022-06-25,PT,True,,,,1995-11-17,True,4,2,22,1294.49534356,Mixto Indirecto,MIXTO_LEISURE,2024-03-04,1.0,Pareja,Portuguese,28
5.804.355,hombre,Señor,2022-02-18,ES,True,,,,1972-07-14,True,4,1,10,439.49017988,Mixto Directo,LEISURE,2023-03-04,4.0,Pareja,Spanish,51
478.758,hombre,Agencia,2024-03-01,ES,True,2024-06-10,bajo,2024-04-26,2003-07-03,True,4,1,8,413.72727064,Directo,MIXTO_LEISURE,2024-03-04,1.0,Pareja,Spanish,20
1.219.922,mujer,Señora,2023-11-09,US,True,,,,1958-02-07,True,2,2,17,926.6154734,Mixto Indirecto,BT,2023-11-13,1.0,Individual,English,66
3.803.947,hombre,Señor,2022-11-29,ES,True,,,,1971-06-05,True,8,1,3,795.46709404,Indirecto,MIXTO_BT,2024-01-17,1.0,Individual,Spanish,53
2.673.419,mujer,Señora,2023-05-19,ES,True,2024-04-05,,,1985-09-18,True,4,1,5,576.38545544,Indirecto,BT,2024-02-23,2.0,Individual,Spanish,38
5.408.396,hombre,Señor,2022-04-30,ES,True,,,,1964-08-29,True,3,2,22,1072.87013876,Directo,LEISURE,2024-03-17,3.0,Pareja,Spanish,59
5.605.474,mujer,Señora,2022-03-30,ES,True,,,,1970-08-10,True,4,1,19,749.64027392,Indirecto,BT,2023-06-28,3.0,Individual,Spanish,53
4.243.214,mujer,Señora,2022-09-28,UA,True,,,,1988-10-28,False,3,4,18,3866.13600328,Directo,MIXTO_BT,2023-10-06,1.0,Individual,English,35
437.798,hombre,Señor,2024-03-07,ES,True,,,,1961-07-13,True,2,1,8,420.7345462,Mixto Indirecto,MIXTO,2024-04-05,2.0,Pareja,Spanish,62
2.744.767,hombre,Señor,2023-05-09,ES,True,,,,1991-08-12,False,2,1,2,359.01836468,Mixto Indirecto,MIXTO,2024-02-14,2.0,Individual,Spanish,32
5.464.746,hombre,Señor,2022-04-22,ES,True,2022-06-05,,,1979-01-30,True,7,1,14,769.72646256,Indirecto,MIXTO,2023-06-28,4.0,Individual,Spanish,45
2.863.975,hombre,Señor,2023-04-24,ES,True,,,,1994-08-23,True,2,1,5,652.2050482,Indirecto,BT,2024-03-12,2.0,Individual,Spanish,29
5.164.585,hombre,Señor,2022-06-06,ES,True,,,,1957-02-22,False,2,4,34,593.00610104,Mixto Indirecto,LEISURE,2022-11-17,2.0,Pareja,Spanish,67
2.590.869,hombre,Señor,2023-05-29,IT,True,,,,1973-10-23,False,4,1,209,797.3784386,Indirecto,LEISURE,2023-06-11,4.0,Individual,Italian,50
2.961.643,mujer,Señora,2023-04-11,SI,True,,,,1980-12-24,False,7,1,1,1147.73041188,Directo,MIXTO_BT,2024-01-05,1.0,Individual,Slovenian,43
1.464.394,mujer,Señora,2023-10-08,ES,True,,,,1951-02-22,True,2,1,3,356.0290924,Indirecto,LEISURE,2024-04-11,2.0,Pareja,Spanish,73
769.952,mujer,Señora,2024-01-16,US,True,,,,1970-10-27,True,2,1,7,453.56227532,Indirecto,LEISURE,2024-01-19,1.0,Pareja,English,53
5.786.736,hombre,Señor,2022-02-22,NL,True,,,,1960-01-01,True,2,9,15,2877.33166428,Mixto Indirecto,MIXTO,2024-03-06,1.0,Individual,Dutch,64
1.823.328,hombre,Señor,2023-08-26,ES,True,,,,1967-08-29,False,2,3,34,767.35863384,Indirecto,MIXTO,2024-04-09,2.0,Individual,Spanish,56
4.078.868,mujer,Señora,2022-10-19,FR,True,,,,1971-12-04,False,2,1,30,446.2354638,Mixto Indirecto,BT,2024-02-07,1.0,Individual,French,52
5.571.811,mujer,Señora,2022-04-05,CO,True,,,,1991-05-09,True,25,1,0,3122.23767768,Mixto Indirecto,MIXTO_LEISURE,2023-07-03,3.0,Pareja,Spanish,33
2.597.260,hombre,Señor,2023-05-28,ES,True,,,,1974-08-07,True,2,3,71,700.2054538,Directo,MIXTO,2023-06-11,2.0,Pareja,Spanish,49
151.287,hombre,Señor,2024-04-13,IN,True,2024-05-26,bajo,2024-04-11,1983-10-06,True,2,0,0,489.25672772,Directo,,,1.0,Familia,English,40
5.103.771,hombre,Señor,2022-06-16,ES,True,,,,1981-10-18,True,3,1,4,434.57832576,Indirecto,MIXTO_BT,2023-07-21,3.0,Individual,Spanish,42
4.308.985,hombre,Señor,2022-09-20,CA,True,,,,1979-08-13,True,2,3,187,3414.87850524,Directo,MIXTO,2023-09-23,1.0,Pareja,English,44
5.052.072,hombre,Señor,2022-06-24,BR,True,,,,1973-06-19,False,2,7,41,4688.96050968,Indirecto,MIXTO,2023-07-01,1.0,Individual,Portuguese,51
2.369.836,hombre,Señor,2023-06-26,ES,True,,,,1991-10-12,True,3,1,2,411.97725944,Indirecto,MIXTO_BT,2023-09-26,3.0,Individual,Spanish,32
1.257.964,hombre,Señor,2023-11-03,CN,True,2024-05-30,bajo,2024-04-02,1996-04-16,True,9,2,1,3221.64577748,Indirecto,MIXTO_BT,2024-04-16,2.0,Individual,Chinese,28
450.965,mujer,Señora,2024-03-04,FR,True,,,,1966-01-21,True,2,1,6,501.33365492,Indirecto,MIXTO,2024-03-07,2.0,Individual,French,58
1.325.091,mujer,Señora,2023-10-25,BE,True,,,,1973-04-06,True,2,2,9,400.13018152,Mixto Indirecto,BT,2023-10-27,1.0,Individual,French,51
2.635.731,mujer,Señora,2023-05-23,ES,True,,,,1977-10-18,False,2,1,5,662.21082924,Indirecto,BT,2023-06-14,2.0,Individual,Spanish,46
2.200.243,mujer,Señora,2023-07-17,ES,True,2023-09-02,,,1971-11-23,True,2,3,56,572.1520615839,Directo,LEISURE,2023-07-27,2.0,Pareja,Spanish,52
4.977.397,hombre,Señor,2022-07-04,DE,True,,,,1986-11-26,True,2,1,16,420.7935000003,Indirecto,MIXTO,2024-03-06,2.0,Pareja,German,37
2.273.637,mujer,Señora,2023-07-08,UA,True,,,,1985-03-23,True,4,3,14,2045.65170236,Indirecto,MIXTO_LEISURE,2024-04-01,1.0,Pareja,English,39
5.648.059,mujer,Señora,2022-03-21,RO,True,2022-05-04,,,1997-04-15,True,2,2,9,481.38479332,Indirecto,MIXTO,2022-11-06,2.0,Pareja,Romanian/Moldovan,27
683.235,hombre,Señor,2024-01-31,HU,True,,,,1984-12-20,True,2,2,54,1286.35636468,Mixto Directo,MIXTO,2024-02-11,2.0,Familia,Hungarian,39
1.122.317,mujer,Señora,2023-11-24,AR,True,,,,1994-01-14,False,2,1,37,440.0275952926,Directo,MIXTO,2023-11-25,1.0,Pareja,Spanish,30
5.258.364,hombre,Señor,2022-05-23,RO,True,,,,1987-09-17,False,5,2,0,966.45753172,Indirecto,LEISURE,2022-06-15,1.0,Pareja,Romanian/Moldovan,36
3.481.438,hombre,Señor,2023-01-21,CH,True,,,,1960-09-27,True,2,1,1,354.24,Indirecto,LEISURE,2023-01-25,2.0,Pareja,German,63
967.252,hombre,Señor,2023-12-17,3,True,,,,1995-06-10,True,5,1,1,1057.64910196,Indirecto,MIXTO,2023-12-30,5.0,Individual,Korean,29
2.288.945,hombre,Señor,2023-07-07,US,True,,,,1994-12-30,True,4,1,0,1565.5877193125,Indirecto,LEISURE,2023-07-14,1.0,Pareja,English,29
3.985.322,hombre,Señor,2022-10-31,US,True,,,,1976-07-19,False,2,2,0,524.53223392,Indirecto,MIXTO,2022-11-05,1.0,Pareja,English,47
2.191.186,hombre,Señor,2023-07-18,KW,True,,,,1981-10-10,True,2,2,116,1306.17569744,Indirecto,LEISURE,2023-07-20,1.0,Familia,Arabic,42
3.507.821,mujer,Señora,2023-01-16,SE,True,,,,1955-09-17,False,2,2,33,546.12000164,Indirecto,BT,2023-03-21,2.0,Individual,Swedish,68
4.453.639,mujer,Señora,2022-09-02,PT,True,,,,1999-12-06,False,2,2,23,627.30000328,Mixto Indirecto,LEISURE,2023-06-11,2.0,Pareja,Portuguese,24
5.652.009,hombre,Señor,2022-03-21,US,True,,,,1994-05-28,False,2,1,29,724.2536347938,Indirecto,LEISURE,2023-03-20,1.0,Pareja,English,30
5.098.845,hombre,Señor,2022-06-17,IT,True,,,,1962-04-13,True,2,1,17,1630.38810924,Directo,LEISURE,2023-12-14,2.0,Grupo,Italian,62
5.141.741,hombre,Señor,2022-06-10,PT,True,,,,1979-02-26,False,2,1,17,784.26668288,Mixto Directo,MIXTO,2023-12-13,2.0,Individual,Portuguese,45
4.969.723,hombre,Señor,2022-07-05,ES,True,,,,1983-04-24,False,2,1,43,398.47860968,Mixto Directo,BT,2023-12-12,2.0,Individual,Spanish,41
5.690.856,mujer,Señora,2022-03-12,GB,True,,,,1958-11-30,True,3,8,136,3058.23709096,Indirecto,LEISURE,2023-11-22,1.0,Pareja,English,65
4.887.719,hombre,Señor / Señora,2022-07-16,ES,True,,,,1973-03-07,False,2,1,1,809.56363696,Indirecto,MIXTO,2022-10-23,1.0,Individual,Spanish,51
3.418.012,mujer,Señora,2023-02-01,IT,True,,,,1987-01-06,False,2,1,17,399.56810924,Directo,BT,2024-02-15,1.0,Individual,Italian,37
1.696.635,hombre,Señor,2023-09-11,ES,True,,,,1983-03-09,True,2,2,47,488.01181356,Mixto Directo,MIXTO,2023-10-01,2.0,Familia,Spanish,41
4.412.304,hombre,Señor,2022-09-07,PT,True,,,,1972-12-21,True,2,1,3,460.86981684,Indirecto,MIXTO,2024-03-09,2.0,Individual,Portuguese,51
5.740.137,hombre,Señor,2022-03-03,SA,True,,,,1994-01-06,True,2,2,0,1037.67272608,Mixto Directo,LEISURE,2024-04-27,2.0,Pareja,Arabic,30
4.411.027,mujer,Señora,2022-09-08,IL,True,,,,2022-03-08,True,2,1,19,685.3804671674,Indirecto,LEISURE,2022-09-11,1.0,Pareja,English,2
5.345.623,hombre,Señor,2022-05-10,ES,True,,,,1960-01-22,False,2,1,3,411.49056648,Mixto Directo,MIXTO,2022-11-13,2.0,Pareja,Spanish,64
2.041.208,hombre,Señor,2023-08-04,AR,True,,,,1951-05-19,False,3,1,3,516.5396759237,Mixto Indirecto,LEISURE,2024-04-27,1.0,Pareja,Spanish,73
5.462.043,hombre,Señor,2022-04-22,DE,True,2022-06-05,,,1977-11-04,True,3,1,5,407.7636796,Mixto Indirecto,MIXTO_BT,2024-01-31,2.0,Individual,German,46
4.961.153,mujer,Señora,2022-07-06,PT,True,,,,1956-05-11,False,8,1,1,2070.06524584,Directo,MIXTO_BT,2023-03-24,1.0,Individual,Portuguese,68
2.854.933,hombre,Señor,2023-04-26,ES,True,,,,1976-11-04,False,2,1,42,917.26690924,Mixto Directo,BT,2024-03-07,1.0,Individual,Spanish,47
5.359.899,mujer,Señora,2022-05-08,GB,True,,,,1963-11-21,False,2,1,0,355.572336,Directo,BT,2022-05-08,1.0,Pareja,English,60
4.791.618,hombre,Señor,2022-07-27,ES,True,,,,1991-05-30,False,2,2,3,503.18182012,Indirecto,LEISURE,2022-08-05,1.0,Pareja,Spanish,33
5.590.554,mujer,Señora,2022-04-02,ES,True,2022-09-21,,,1971-08-20,True,2,3,11,2359.08313792,Directo,LEISURE,2022-08-12,2.0,Pareja,Spanish,52
491.443,hombre,Señor,2024-02-28,IT,True,2024-04-11,bajo,,1979-07-21,True,2,3,30,1494.38037708,Directo,MIXTO,2024-04-01,1.0,Familia,Italian,44
5.214.448,hombre,Señor,2022-05-30,IT,True,2022-09-17,,,1975-09-20,True,4,1,12,1098.96095616,Indirecto,BT,2022-11-10,2.0,Individual,Italian,48
4.130.386,hombre,Señor,2022-10-12,IT,True,,,,1954-05-10,False,4,1,0,840.73342776,Directo,MIXTO_LEISURE,2022-10-21,3.0,Pareja,Italian,70
2.926.772,hombre,Señor,2023-04-16,MX,True,,,,1967-08-17,True,3,2,3,1816.5236386,Mixto Indirecto,LEISURE,2023-04-24,3.0,Pareja,Spanish,56
111.167,hombre,Señor,2024-04-18,ES,True,,,,1977-11-03,True,2,1,21,636.93872772,Indirecto,MIXTO,2024-04-27,2.0,Individual,Spanish,46
4.212.443,hombre,Señor / Señora,2022-10-02,DK,True,,,,1958-02-01,True,2,2,208,1144.11598472,Mixto Indirecto,MIXTO,2023-09-09,1.0,Individual,Danish,66
4.365.277,hombre,Señor,2022-09-13,ES,True,,,,1951-01-03,False,2,2,2,1255.33054292,Indirecto,MIXTO,2022-10-04,1.0,Individual,Spanish,73
689.113,hombre,Señor,2024-01-29,PT,True,2024-03-22,,,1982-10-04,True,5,4,0,1198.34502012,Directo,MIXTO_BT,2024-03-08,1.0,Individual,Portuguese,41
2.049.583,mujer,Señora,2023-08-04,CO,True,,,,2006-08-04,False,2,3,135,1660.21785768,Indirecto,LEISURE,2023-08-11,2.0,Pareja,Spanish,17
5.429.598,hombre,Señor,2022-04-27,CH,True,,,,1972-08-12,False,2,2,1,798.180333,Mixto Directo,MIXTO,2023-02-04,2.0,Individual,English,51
724.188,hombre,Señor,2024-01-24,GB,True,,,,1966-08-13,False,2,4,108,1290.82909568,Directo,BT,2024-02-01,2.0,Individual,English,57
3.728.096,hombre,Señor,2022-12-11,DE,True,,,,1993-08-24,True,2,2,40,649.88727228,Mixto Indirecto,MIXTO,2024-01-24,1.0,Individual,German,30
2.806.461,hombre,Señor,2023-05-01,PT,True,,,,1989-04-24,True,4,1,0,364.07473888,Mixto Directo,MIXTO,2024-03-20,3.0,Individual,Portuguese,35
